data,log,l2,pca,hour,split,target,binary,imbalance,trial,auc,lr_log,l1_l2_log,dropout_rate,batch_size_idx,optimizer_idx,hidden_size_1,hidden_size_2,hidden_size_3,hidden_size_4,use_batch_norm_num
alpha,TRUE,Exclude Intensity,TRUE,FALSE,stratified,light_type,TRUE,smote_tomek,42,0.8167226809399334,-1.969007069609656,-3.690657195071888,0.34506130925521317,1,3,72,156,123,17,1
alpha,TRUE,Exclude Intensity,TRUE,FALSE,stratified,location,TRUE,None,35,0.6243971631205674,-3.411626841504652,-5,0,4,2,256,256,71,256,0
alpha,TRUE,Exclude Intensity,TRUE,FALSE,stratified,location,TRUE,smote_tomek,4,0.6164680851063831,-1.4828621072252144,-3.1980029921218276,0.00928547281190657,4,2,104,4,59,62,1
alpha,TRUE,Include Intensity,TRUE,TRUE,parwise,light_type,TRUE,None,1,0.9339241783889484,-1.0527909486171376,-4.266260840535344,0.5457837001909386,2,1,33,118,85,37,1
alpha,TRUE,Include Intensity,TRUE,TRUE,parwise,light_type,TRUE,smote_tomek,24,0.915399819171976,-0.3,-4.004955809596417,0,0,3,256,108,256,256,1
alpha,TRUE,Include Intensity,TRUE,TRUE,parwise,location,TRUE,None,11,0.7307153630683042,-1.192978803036345,-3.519024615082614,0.3289153781221357,4,1,256,227,182,0,1
alpha,TRUE,Include Intensity,TRUE,TRUE,parwise,location,TRUE,smote_tomek,36,0.6648890325360914,-1.46565954537307,-5,0.45160532334002856,4,1,130,0,238,208,1
alpha,TRUE,Include Intensity,TRUE,TRUE,stratified,light_type,TRUE,None,1,0.8943128224278383,-1.0527909486171376,-4.266260840535344,0.5457837001909386,2,1,33,118,85,37,1
alpha,TRUE,Include Intensity,TRUE,TRUE,stratified,light_type,TRUE,smote_tomek,38,0.8829301688726608,-1.6528642146492394,-1,0,0,1,80,256,243,1,1
alpha,TRUE,Include Intensity,TRUE,TRUE,stratified,location,TRUE,None,44,0.6745390070921986,-2.503002959967517,-4.681137179590667,0.6800146363162721,4,2,63,86,233,51,1
alpha,TRUE,Include Intensity,TRUE,TRUE,stratified,location,TRUE,smote_tomek,30,0.6521702127659574,-3.131884921608524,-5,0.4082268558950609,4,3,52,105,182,160,1
alpha,TRUE,Include Intensity,TRUE,FALSE,parwise,light_type,TRUE,None,41,0.8831451460291427,-2.4343434539554027,-3.726022059747291,0,0,3,254,74,0,184,1
alpha,TRUE,Include Intensity,TRUE,FALSE,parwise,light_type,TRUE,smote_tomek,25,0.8830400134569693,-4,-5,0,4,0,256,0,256,256,0
alpha,TRUE,Include Intensity,TRUE,FALSE,parwise,location,TRUE,None,18,0.6763089851325146,-2.3871812709398905,-4.722388166074443,0.35416551359015347,4,2,256,167,15,127,1
alpha,TRUE,Include Intensity,TRUE,FALSE,parwise,location,TRUE,smote_tomek,29,0.6778496013790132,-1.1704434730690871,-4.695736044151916,0,4,0,103,0,256,0,0
alpha,TRUE,Include Intensity,TRUE,FALSE,stratified,light_type,TRUE,None,50,0.8249865150823616,-2.481742668341937,-3.1879599019498883,0.19631289470819677,0,0,159,9,96,91,1
alpha,TRUE,Include Intensity,TRUE,FALSE,stratified,light_type,TRUE,smote_tomek,43,0.8202702515801558,-3.474298631439461,-4.09589476683784,0,4,2,256,164,0,47,1
alpha,TRUE,Include Intensity,TRUE,FALSE,stratified,location,TRUE,None,39,0.6281418439716311,-4,-2.2138308080853903,0,1,1,235,22,256,100,1
alpha,TRUE,Include Intensity,TRUE,FALSE,stratified,location,TRUE,smote_tomek,4,0.6305531914893617,-1.4828621072252144,-3.1980029921218276,0.00928547281190657,4,2,104,4,59,62,1
alpha,TRUE,False,TRUE,TRUE,parwise,light_type,TRUE,None,16,0.9364053070922432,-2.263264063120914,-1,0.12479796158873505,3,0,217,0,247,244,1
alpha,TRUE,False,TRUE,TRUE,parwise,light_type,TRUE,smote_tomek,19,0.896118505435354,-1.8317334420945617,-5,0,4,3,8,212,249,256,1
alpha,TRUE,False,TRUE,TRUE,parwise,location,TRUE,None,35,0.728162034044387,-1.8471453827586548,-5,0.3792656726649014,0,3,238,128,23,201,0
alpha,TRUE,False,TRUE,TRUE,parwise,location,TRUE,smote_tomek,4,0.6635854341736696,-1.4828621072252144,-3.1980029921218276,0.00928547281190657,4,2,104,4,59,62,1
alpha,TRUE,False,TRUE,TRUE,stratified,light_type,TRUE,None,3,0.8910902728794103,-2.5205144046535546,-4.813337347145538,0.6816288631890215,1,0,161,98,252,119,1
alpha,TRUE,False,TRUE,TRUE,stratified,light_type,TRUE,smote_tomek,29,0.8811045184847102,-1.8394192125253532,-4.322941196716552,0.17621175092533478,3,0,256,254,14,66,1
alpha,TRUE,False,TRUE,TRUE,stratified,location,TRUE,None,34,0.6992340425531915,-1.0415892759568162,-4.573818043302675,0.03289729538917003,4,2,63,62,62,15,1
alpha,TRUE,False,TRUE,TRUE,stratified,location,TRUE,smote_tomek,26,0.6748085106382978,-3.4074185601456795,-1.6345366201360014,0.04253773962557331,4,0,8,202,61,234,1
alpha,TRUE,False,TRUE,FALSE,parwise,light_type,TRUE,None,44,0.8806219642969785,-1.5237672085539402,-3.793277643537868,0.3533737897797681,4,1,69,145,96,256,1
alpha,TRUE,False,TRUE,FALSE,parwise,light_type,TRUE,smote_tomek,24,0.8788557370844635,-2.129708316513814,-1,0.7,4,3,256,0,256,256,1
alpha,TRUE,False,TRUE,FALSE,parwise,location,TRUE,None,47,0.680736910148675,-4,-3.394246904540529,0,1,0,196,34,0,87,1
alpha,TRUE,False,TRUE,FALSE,parwise,location,TRUE,smote_tomek,48,0.6884938590820944,-2.7225780421335144,-3.129197322575142,0.6475196280008341,3,0,131,42,233,53,1
alpha,TRUE,False,TRUE,FALSE,stratified,light_type,TRUE,None,20,0.8586019943847419,-3.3641115887034876,-1,0,0,3,34,175,256,17,1
alpha,TRUE,False,TRUE,FALSE,stratified,light_type,TRUE,smote_tomek,34,0.8498333402486755,-0.8542242540139893,-5,0.3581754871803261,3,0,232,228,5,146,1
alpha,TRUE,False,TRUE,FALSE,stratified,location,TRUE,None,41,0.6871205673758866,-1.7259521172169188,-3.242407627507945,0.2637595544958739,3,0,246,229,210,222,0
alpha,TRUE,False,TRUE,FALSE,stratified,location,TRUE,smote_tomek,13,0.6807659574468086,-2.693271616288417,-3.632888802704654,0.30954159557497224,0,1,9,232,113,133,1
alpha,FALSE,False,TRUE,TRUE,parwise,light_type,TRUE,None,4,0.9377404907588468,-1.4828621072252144,-3.1980029921218276,0.00928547281190657,4,2,104,4,59,62,1
alpha,FALSE,False,TRUE,TRUE,parwise,light_type,TRUE,smote_tomek,33,0.9042873062932358,-1.943838110817784,-5,0.43170738671844566,3,0,55,163,11,256,1
alpha,FALSE,False,TRUE,TRUE,parwise,location,TRUE,None,46,0.6995582848524025,-3.152794749941399,-5,0,4,1,21,256,164,124,1
alpha,FALSE,False,TRUE,TRUE,parwise,location,TRUE,smote_tomek,24,0.7138009049773756,-3.729392611444635,-2.909145082516949,0,4,0,175,256,60,256,1
alpha,FALSE,False,TRUE,TRUE,stratified,light_type,TRUE,None,39,0.8896587970070398,-2.6280594703949913,-5,0.22386617182558785,4,0,181,8,256,0,1
alpha,FALSE,False,TRUE,TRUE,stratified,light_type,TRUE,smote_tomek,8,0.8732141128307263,-2.1557823857602094,-4.106900427424669,0.6537999841244595,1,2,172,76,249,38,1
alpha,FALSE,False,TRUE,TRUE,stratified,location,TRUE,None,32,0.6753333333333333,-2.063401672279964,-1,0.5832047817014185,0,3,127,0,36,57,1
alpha,FALSE,False,TRUE,TRUE,stratified,location,TRUE,smote_tomek,25,0.6783262411347517,-1.2242062950925297,-4.160842011699706,0.30401835430158053,1,2,228,93,116,236,1
alpha,FALSE,False,TRUE,FALSE,parwise,light_type,TRUE,None,39,0.8712116113690916,-4,-3.8655889876343377,0,4,3,256,48,194,173,1
alpha,FALSE,False,TRUE,FALSE,parwise,light_type,TRUE,smote_tomek,32,0.8786930479843866,-3.138535756125728,-3.01129270718757,0.44444054752676504,2,2,197,78,45,189,1
alpha,FALSE,False,TRUE,FALSE,parwise,location,TRUE,None,48,0.6416204217536071,-2.991116355122068,-5,0.4053825002217861,1,0,46,0,223,236,1
alpha,FALSE,False,TRUE,FALSE,parwise,location,TRUE,smote_tomek,13,0.6546503884572696,-2.2291518885820194,-2.076993376236791,0,0,0,37,157,256,207,1
alpha,FALSE,False,TRUE,FALSE,stratified,light_type,TRUE,None,30,0.832316715542522,-1.845376274063918,-5,0,4,0,256,0,256,0,1
alpha,FALSE,False,TRUE,FALSE,stratified,light_type,TRUE,smote_tomek,11,0.8284457478005866,-2.1649969378536853,-5,0.5011319281670822,4,0,240,81,179,256,1
alpha,FALSE,False,TRUE,FALSE,stratified,location,TRUE,None,44,0.6731014492753624,-3.2590231783099775,-2.6809842167944664,0.02510066388357319,2,1,135,231,98,35,1
alpha,FALSE,False,TRUE,FALSE,stratified,location,TRUE,smote_tomek,33,0.6591014492753624,-1.103729195253572,-4.052704588053079,0.3911060362267967,4,3,158,240,0,251,1
sensor,FALSE,False,FALSE,TRUE,parwise,light_type,TRUE,None,3,0.9390178515107552,-2.5205144046535546,-4.813337347145538,0.6816288631890215,1,0,161,98,252,119,1
sensor,FALSE,False,FALSE,TRUE,parwise,light_type,TRUE,smote_tomek,17,0.925282280956286,-2.1677152353356894,-1.989866918884494,0,3,0,188,111,9,72,1
sensor,FALSE,False,FALSE,TRUE,parwise,location,TRUE,None,40,0.6899590605472958,-1.01036394022697,-3.667560612632944,0.02738261186301065,2,1,149,154,69,256,0
sensor,FALSE,False,FALSE,TRUE,parwise,location,TRUE,smote_tomek,3,0.7190691661279897,-2.5205144046535546,-4.813337347145538,0.6816288631890215,1,0,161,98,252,119,1
sensor,FALSE,False,FALSE,TRUE,stratified,light_type,TRUE,None,31,0.8916642462968342,-2.9870017624374796,-5,0.3366880746747644,1,0,193,224,0,42,1
sensor,FALSE,False,FALSE,TRUE,stratified,light_type,TRUE,smote_tomek,6,0.871914028463549,-2.570437892593814,-2.7680307404261897,0.5398759469873285,2,0,241,220,254,256,1
sensor,FALSE,False,FALSE,TRUE,stratified,location,TRUE,None,33,0.7020567375886525,-1.8104216088293184,-5,0,0,3,256,81,16,0,1
sensor,FALSE,False,FALSE,TRUE,stratified,location,TRUE,smote_tomek,3,0.6898581560283688,-2.5205144046535546,-4.813337347145538,0.6816288631890215,1,0,161,98,252,119,1
sensor,FALSE,False,FALSE,FALSE,parwise,light_type,TRUE,None,22,0.8735949764521194,-1.1208270722720814,-4.8165744622370195,0.5244605780683006,0,3,203,126,43,256,0
sensor,FALSE,False,FALSE,FALSE,parwise,light_type,TRUE,smote_tomek,3,0.891287284144427,-2.5205144046535546,-4.813337347145538,0.6816288631890215,1,0,161,98,252,119,1
sensor,FALSE,False,FALSE,FALSE,parwise,location,TRUE,None,46,0.6862140502444014,-2.7397457515259656,-5,0.4360258246741888,0,2,170,66,242,111,0
sensor,FALSE,False,FALSE,FALSE,parwise,location,TRUE,smote_tomek,34,0.671450494486757,-2.2015550190938753,-4.968718246036156,0.7,2,0,112,157,238,239,0
sensor,FALSE,False,FALSE,FALSE,stratified,light_type,TRUE,None,33,0.852487904571238,-2.946304091562519,-5,0,4,3,256,0,256,256,1
sensor,FALSE,False,FALSE,FALSE,stratified,light_type,TRUE,smote_tomek,20,0.8427072906239572,-4,-5,0,0,0,8,67,0,24,1
sensor,FALSE,False,FALSE,FALSE,stratified,location,TRUE,None,2,0.6069274837931554,-3.791277157599729,-2.1120049109327006,0.6569868963110252,0,3,161,157,2,6,1
sensor,FALSE,False,FALSE,FALSE,stratified,location,TRUE,smote_tomek,25,0.6621061359867331,-2.7756875809901027,-5,0.21239991003948677,2,3,256,47,105,181,1
sensor,FALSE,Include Intensity,FALSE,TRUE,parwise,light_type,TRUE,None,47,0.9361570465557194,-3.889443289092477,-1.3230366353126597,0.5939293549285813,3,1,256,0,38,195,1
sensor,FALSE,Include Intensity,FALSE,TRUE,parwise,light_type,TRUE,smote_tomek,37,0.925874236359806,-3.110796633342878,-3.3341955925455133,0.28124512710154737,4,1,43,161,256,46,0
sensor,FALSE,Include Intensity,FALSE,TRUE,parwise,location,TRUE,None,26,0.7028545436664044,-0.35804437516451504,-5,0.6676513782266419,1,1,256,178,170,0,1
sensor,FALSE,Include Intensity,FALSE,TRUE,parwise,location,TRUE,smote_tomek,32,0.6817220692368213,-1.1058477779043896,-3.236896404144052,0.7,1,0,26,188,162,66,1
sensor,FALSE,Include Intensity,FALSE,TRUE,stratified,light_type,TRUE,None,45,0.8838277191218368,-4,-1,0,4,0,250,0,256,256,1
sensor,FALSE,Include Intensity,FALSE,TRUE,stratified,light_type,TRUE,smote_tomek,27,0.8695072900955254,-0.3,-3.9596860715010864,0.21044473474512104,3,1,235,256,20,94,1
sensor,FALSE,Include Intensity,FALSE,TRUE,stratified,location,TRUE,None,45,0.7203782133359599,-1.150700220503499,-4.890788540885581,0.45328826975377384,4,2,76,17,110,0,1
sensor,FALSE,Include Intensity,FALSE,TRUE,stratified,location,TRUE,smote_tomek,35,0.678814143602876,-2.938214770148006,-5,0.542360425272085,2,1,156,0,150,164,0
sensor,FALSE,Include Intensity,FALSE,FALSE,parwise,light_type,TRUE,None,33,0.888455866863282,-3.028425168928037,-4.725560239163764,0.7,0,3,256,256,237,86,1
sensor,FALSE,Include Intensity,FALSE,FALSE,parwise,light_type,TRUE,smote_tomek,15,0.891378765536128,-2.7757838263534973,-2.92277963240214,0.4415441089734761,1,1,65,256,176,110,1
sensor,FALSE,Include Intensity,FALSE,FALSE,parwise,location,TRUE,None,28,0.6902906176239182,-0.3,-4.508252100685867,0.6473583217389082,2,3,21,0,251,0,1
sensor,FALSE,Include Intensity,FALSE,FALSE,parwise,location,TRUE,smote_tomek,22,0.6633679189614478,-3.642813530325568,-5,0.7,0,2,45,72,0,187,1
sensor,FALSE,Include Intensity,FALSE,FALSE,stratified,light_type,TRUE,None,41,0.8840539634657283,-2.9938058758479063,-1,0.31412152377413805,0,1,256,254,40,94,1
sensor,FALSE,Include Intensity,FALSE,FALSE,stratified,light_type,TRUE,smote_tomek,3,0.8781045751633988,-2.5205144046535546,-4.813337347145538,0.6816288631890215,1,0,161,98,252,119,1
sensor,FALSE,Include Intensity,FALSE,FALSE,stratified,location,TRUE,None,46,0.6272037821333596,-3.1799147123187983,-1.322914019443378,0.1402846528067451,0,3,67,153,103,132,1
sensor,FALSE,Include Intensity,FALSE,FALSE,stratified,location,TRUE,smote_tomek,8,0.6361338192324107,-4,-1,0,4,2,8,0,0,250,1
sensor,FALSE,Exclude Intensity,FALSE,TRUE,parwise,light_type,TRUE,None,29,0.935432904992627,-4,-4.484159861087243,0.4698585110260245,0,1,129,163,108,0,1
sensor,FALSE,Exclude Intensity,FALSE,TRUE,parwise,light_type,TRUE,smote_tomek,36,0.9251369285864756,-0.642789787955993,-2.1971743194651037,0.01802341600315887,4,2,256,71,15,104,1
sensor,FALSE,Exclude Intensity,FALSE,TRUE,parwise,location,TRUE,None,1,0.6238935877261998,-1.0527909486171376,-4.266260840535344,0.5457837001909386,2,1,33,118,85,37,1
sensor,FALSE,Exclude Intensity,FALSE,TRUE,parwise,location,TRUE,smote_tomek,1,0.6019128638867033,-1.0527909486171376,-4.266260840535344,0.5457837001909386,2,1,33,118,85,37,1
sensor,FALSE,Exclude Intensity,FALSE,TRUE,stratified,light_type,TRUE,None,37,0.8930450812803754,-1.7608309782836136,-4.952684110671216,0.34827098802514184,4,2,153,63,2,9,1
sensor,FALSE,Exclude Intensity,FALSE,TRUE,stratified,light_type,TRUE,smote_tomek,50,0.8638679403385285,-0.6383019319935954,-4.659488011757825,0.1246688881769952,1,3,212,55,0,0,1
sensor,FALSE,Exclude Intensity,FALSE,TRUE,stratified,location,TRUE,None,6,0.7439508847959553,-1.2425334151403242,-4.014257030796209,0.16469484505747825,3,2,45,102,21,138,1
sensor,FALSE,Exclude Intensity,FALSE,TRUE,stratified,location,TRUE,smote_tomek,19,0.6863324468958272,-2.036233674997991,-1.6025605450792937,0.34877471951223016,1,0,219,122,120,121,1
sensor,FALSE,Exclude Intensity,FALSE,FALSE,parwise,light_type,TRUE,None,49,0.8911944385927955,-2.2910257933777993,-2.900733273548519,0.5623691967682648,4,0,88,241,122,0,1
sensor,FALSE,Exclude Intensity,FALSE,FALSE,parwise,light_type,TRUE,smote_tomek,33,0.88900884769328,-1.2457733830644946,-5,0.7,1,3,61,141,0,256,1
sensor,FALSE,Exclude Intensity,FALSE,FALSE,parwise,location,TRUE,None,26,0.6175624508261212,-1.7946942486809363,-2.6764010925063246,0.22953457081487905,2,2,137,184,15,247,1
sensor,FALSE,Exclude Intensity,FALSE,FALSE,parwise,location,TRUE,smote_tomek,3,0.6216684697088906,-2.5205144046535546,-4.813337347145538,0.6816288631890215,1,0,161,98,252,119,1
sensor,FALSE,Exclude Intensity,FALSE,FALSE,stratified,light_type,TRUE,None,3,0.8774342215518687,-2.5205144046535546,-4.813337347145538,0.6816288631890215,1,0,161,98,252,119,1
sensor,FALSE,Exclude Intensity,FALSE,FALSE,stratified,light_type,TRUE,smote_tomek,49,0.8825121501592089,-1.754948158421604,-3.641120513424228,0.1652300289133496,2,3,252,80,82,24,1
sensor,FALSE,Exclude Intensity,FALSE,FALSE,stratified,location,TRUE,None,47,0.6438819396565876,-0.9873857249225844,-3.466446791066255,0.19616825309621083,4,3,8,0,55,131,1
sensor,FALSE,Exclude Intensity,FALSE,FALSE,stratified,location,TRUE,smote_tomek,45,0.6322597590203224,-2.7870269291558074,-3.288842672493788,0.5930583277527471,4,2,134,47,233,151,1
sensor,FALSE,Exclude Intensity,TRUE,TRUE,parwise,light_type,TRUE,None,37,0.9207525805772068,-2.121671056615314,-1,0.7,1,1,8,0,0,0,1
sensor,FALSE,Exclude Intensity,TRUE,TRUE,parwise,light_type,TRUE,smote_tomek,43,0.8996998104065725,-3.679021985734546,-5,0.4525629179130111,1,2,12,8,254,0,0
sensor,FALSE,Exclude Intensity,TRUE,TRUE,parwise,location,TRUE,None,27,0.6381048387096774,-2.425296749657094,-3.0534751526942028,0.3458339663052145,3,2,217,203,0,235,0
sensor,FALSE,Exclude Intensity,TRUE,TRUE,parwise,location,TRUE,smote_tomek,46,0.6274586939417781,-1.5066192876573117,-4.074453719943922,0.6921435964011469,2,1,229,246,156,256,0
sensor,FALSE,Exclude Intensity,TRUE,TRUE,stratified,light_type,TRUE,None,31,0.8804927099044746,-2.27616700810977,-3.5904925762131343,0.1571417131758948,4,2,45,5,37,12,1
sensor,FALSE,Exclude Intensity,TRUE,TRUE,stratified,light_type,TRUE,smote_tomek,23,0.8574157868275516,-1.019328402579701,-3.0131925678010174,0.12126639657881698,2,0,8,20,256,103,0
sensor,FALSE,Exclude Intensity,TRUE,TRUE,stratified,location,TRUE,None,1,0.6971995141009226,-1.0527909486171376,-4.266260840535344,0.5457837001909386,2,1,33,118,85,37,1
sensor,FALSE,Exclude Intensity,TRUE,TRUE,stratified,location,TRUE,smote_tomek,32,0.6583275879050526,-4,-5,0.4834447159372933,3,3,42,124,187,4,0
sensor,FALSE,Exclude Intensity,TRUE,FALSE,parwise,light_type,TRUE,None,19,0.8847693279966296,-3.901887643806881,-1,0.7,0,0,256,256,0,132,0
sensor,FALSE,Exclude Intensity,TRUE,FALSE,parwise,light_type,TRUE,smote_tomek,28,0.8895223298925637,-3.004819565819038,-3.769829585904061,0.2833215381390095,0,3,8,124,0,29,0
sensor,FALSE,Exclude Intensity,TRUE,FALSE,parwise,location,TRUE,None,31,0.639395653029111,-1.1995864873984488,-1.555441523063731,0.10711444767242707,0,3,35,142,34,203,1
sensor,FALSE,Exclude Intensity,TRUE,FALSE,parwise,location,TRUE,smote_tomek,49,0.6317614083398899,-1.7506863712169023,-2.432075334775843,0.5040849885293491,2,2,203,249,231,93,1
sensor,FALSE,Exclude Intensity,TRUE,FALSE,stratified,light_type,TRUE,None,7,0.8741494888553711,-1.1648382480244508,-5,0.4343118109573222,2,0,232,0,14,35,1
sensor,FALSE,Exclude Intensity,TRUE,FALSE,stratified,light_type,TRUE,smote_tomek,32,0.876529244176303,-2.439426274733139,-2.585248442717685,0.7,4,0,103,71,186,108,1
sensor,FALSE,Exclude Intensity,TRUE,FALSE,stratified,location,TRUE,None,33,0.632555238189041,-1.5374840878058862,-3.9000132514534234,0.5251333335051422,3,1,34,35,0,137,1
sensor,FALSE,Exclude Intensity,TRUE,FALSE,stratified,location,TRUE,smote_tomek,33,0.6034997865983782,-0.798203362519927,-2.586677685822969,0.5498691722788378,0,3,8,256,86,169,1
sensor,FALSE,Include Intensity,TRUE,TRUE,parwise,light_type,TRUE,None,47,0.9194820412892354,-2.9645554268331047,-2.153045791274035,0.7,1,2,8,90,0,101,0
sensor,FALSE,Include Intensity,TRUE,TRUE,parwise,light_type,TRUE,smote_tomek,30,0.9034785127448915,-4,-5,0,1,0,8,71,197,0,0
sensor,FALSE,Include Intensity,TRUE,TRUE,parwise,location,TRUE,None,38,0.680418961447679,-2.245832374811572,-4.613575932482588,0.6760674172659263,4,3,106,153,218,0,0
sensor,FALSE,Include Intensity,TRUE,TRUE,parwise,location,TRUE,smote_tomek,26,0.6722315106215578,-1.3077876985775116,-5,0.667258650144334,0,3,139,10,244,176,1
sensor,FALSE,Include Intensity,TRUE,TRUE,stratified,light_type,TRUE,None,44,0.883710407239819,-0.3,-4.065282353716367,0,0,3,256,202,102,242,1
sensor,FALSE,Include Intensity,TRUE,TRUE,stratified,light_type,TRUE,smote_tomek,30,0.8657114127702363,-2.8236089230938903,-1,0.05905677170179757,3,2,99,77,9,44,1
sensor,FALSE,Include Intensity,TRUE,TRUE,stratified,location,TRUE,None,43,0.6957549492760761,-3.6286736468457024,-2.320780883466331,0.2160901664700305,0,3,256,5,110,0,1
sensor,FALSE,Include Intensity,TRUE,TRUE,stratified,location,TRUE,smote_tomek,10,0.6467710693062805,-3.8391694139823382,-3.067818751269744,0.6144227475472026,2,2,192,3,97,201,1
sensor,FALSE,Include Intensity,TRUE,FALSE,parwise,light_type,TRUE,None,30,0.8922872340425532,-3.2079369729976097,-3.68191859024192,0.6668962072109859,2,1,161,130,205,196,1
sensor,FALSE,Include Intensity,TRUE,FALSE,parwise,light_type,TRUE,smote_tomek,32,0.8917605856330315,-1.0994640294175198,-5,0.7,0,3,8,256,0,0,1
sensor,FALSE,Include Intensity,TRUE,FALSE,parwise,location,TRUE,None,30,0.651074449252557,-1.062444506851716,-5,0.5662214503999782,3,3,38,28,111,239,0
sensor,FALSE,Include Intensity,TRUE,FALSE,parwise,location,TRUE,smote_tomek,34,0.6554755114083398,-1.6982880570954584,-5,0.02171951390353979,2,2,69,256,72,20,1
sensor,FALSE,Include Intensity,TRUE,FALSE,stratified,light_type,TRUE,None,29,0.8761605496899614,-1.9061003615254752,-3.4090985622678636,0.6944289761333938,2,0,256,256,228,193,0
sensor,FALSE,Include Intensity,TRUE,FALSE,stratified,light_type,TRUE,smote_tomek,10,0.8776353276353277,-2.180276454396748,-2.120933458007227,0.07090448468070307,0,1,31,77,172,231,1
sensor,FALSE,Include Intensity,TRUE,FALSE,stratified,location,TRUE,None,23,0.6258084638366328,-0.3,-5,0.6165711654255219,1,3,129,0,81,230,1
sensor,FALSE,Include Intensity,TRUE,FALSE,stratified,location,TRUE,smote_tomek,6,0.6071768606979875,-1.1664282451472712,-5,0.45157053382772455,2,0,15,208,188,75,0
sensor,TRUE,False,FALSE,TRUE,parwise,light_type,TRUE,None,5,0.9346495931369456,-1.7430123662043022,-1.6672203530553418,0.12135525745544049,2,1,195,109,53,145,0
sensor,TRUE,False,FALSE,TRUE,parwise,light_type,TRUE,smote_tomek,1,0.8995773670598626,-1.0527909486171376,-4.266260840535344,0.5457837001909386,2,1,33,118,85,37,1
sensor,TRUE,False,FALSE,TRUE,parwise,location,TRUE,None,7,0.7314156431803492,-3.410731761194419,-2.565964738468866,0.2839870007447431,0,0,170,0,236,256,1
sensor,TRUE,False,FALSE,TRUE,parwise,location,TRUE,smote_tomek,3,0.6910148674854557,-2.5205144046535546,-4.813337347145538,0.6816288631890215,1,0,161,98,252,119,1
sensor,TRUE,False,FALSE,TRUE,stratified,light_type,TRUE,None,28,0.905902936254374,-4,-3.6663676498061,0,0,0,256,256,256,15,1
sensor,TRUE,False,FALSE,TRUE,stratified,light_type,TRUE,smote_tomek,33,0.8865261469095335,-2.390779956099709,-5,0.20976491248655563,0,3,208,232,146,155,1
sensor,TRUE,False,FALSE,TRUE,stratified,location,TRUE,None,44,0.7123404255319148,-2.235806578694973,-5,0,2,1,256,244,0,4,1
sensor,TRUE,False,FALSE,TRUE,stratified,location,TRUE,smote_tomek,45,0.6917163120567376,-3.3666145190479217,-3.529459662889523,0.09738162410717516,4,0,189,239,223,187,1
sensor,TRUE,False,FALSE,FALSE,parwise,light_type,TRUE,None,48,0.8914033095733721,-2.729341078287743,-5,0.7,2,3,256,256,256,0,1
sensor,TRUE,False,FALSE,FALSE,parwise,light_type,TRUE,smote_tomek,3,0.896733530982569,-2.5205144046535546,-4.813337347145538,0.6816288631890215,1,0,161,98,252,119,1
sensor,TRUE,False,FALSE,FALSE,parwise,location,TRUE,None,8,0.6867162249515191,-3.510182620598811,-1,0.08924715392478202,0,3,53,91,218,151,1
sensor,TRUE,False,FALSE,FALSE,parwise,location,TRUE,smote_tomek,3,0.6821697909933204,-2.5205144046535546,-4.813337347145538,0.6816288631890215,1,0,161,98,252,119,1
sensor,TRUE,False,FALSE,FALSE,stratified,light_type,TRUE,None,40,0.8902258550820851,-2.869593668038923,-5,0,4,3,102,256,256,256,1
