data,log,l2,pca,hour,split,target,binary,imbalance,trial,auc,lr_log,l1_l2_log,dropout_rate,batch_size_idx,optimizer_idx,hidden_size_1,hidden_size_2,hidden_size_3,hidden_size_4,use_batch_norm_num
spd,FALSE,Exclude Intensity,FALSE,FALSE,stratified,location,TRUE,None,13,0.6590991168455957,-2.7999229065298064,-3.977974929127872,0.09936112935206348,1,2,215,78,105,149,1
spd,FALSE,Exclude Intensity,FALSE,FALSE,stratified,location,TRUE,smote_tomek,41,0.6478380774155422,-3.2838600375768014,-3.7170305679244624,0.31565606016793235,0,0,104,200,103,83,1
spd,FALSE,Exclude Intensity,TRUE,TRUE,parwise,light_type,TRUE,None,26,0.9245707815462396,-3.136273741641922,-1,0.6144270833408263,0,2,26,236,209,28,1
spd,FALSE,Exclude Intensity,TRUE,TRUE,parwise,light_type,TRUE,smote_tomek,13,0.9045383926690542,-4,-2.409133506404746,0.6515271461610528,2,3,8,256,119,52,1
spd,FALSE,Exclude Intensity,TRUE,TRUE,parwise,location,TRUE,None,1,0.6834677419354839,-1.0527909486171376,-4.266260840535344,0.5457837001909386,2,1,33,118,85,37,1
spd,FALSE,Exclude Intensity,TRUE,TRUE,parwise,location,TRUE,smote_tomek,17,0.6707808811959087,-2.9250497959017205,-4.011728395405359,0.12595281339269557,1,1,256,0,235,0,0
spd,FALSE,Exclude Intensity,TRUE,TRUE,stratified,light_type,TRUE,None,25,0.9022792022792024,-1.82530918177265,-5,0.5049511504003428,2,2,256,0,47,0,1
spd,FALSE,Exclude Intensity,TRUE,TRUE,stratified,light_type,TRUE,smote_tomek,42,0.8830400536282891,-2.5970471525984395,-4.045460526409158,0.66273454723223435,3,2,256,256,256,95,0
spd,FALSE,Exclude Intensity,TRUE,TRUE,stratified,location,TRUE,None,24,0.6935552710200598,-1.2387717818398412,-4.4388846156488295,0.0186179286223639,0,2,8,0,40,56,1
spd,FALSE,Exclude Intensity,TRUE,TRUE,stratified,location,TRUE,smote_tomek,46,0.6567188679864736,-3.271901274858871,-1,0.37847866671181735,2,2,221,0,0,256,1
spd,FALSE,Exclude Intensity,TRUE,FALSE,parwise,light_type,TRUE,None,47,0.8959145249631345,-4,-5,0.7,2,1,256,0,0,0,1
spd,FALSE,Exclude Intensity,TRUE,FALSE,parwise,light_type,TRUE,smote_tomek,41,0.8950850537181378,-3.9760628155390463,-1.4355604115645215,0.7,1,3,256,121,0,122,1
spd,FALSE,Exclude Intensity,TRUE,FALSE,parwise,location,TRUE,None,1,0.6603806058221873,-1.0527909486171376,-4.266260840535344,0.5457837001909386,2,1,33,118,85,37,1
spd,FALSE,Exclude Intensity,TRUE,FALSE,parwise,location,TRUE,smote_tomek,43,0.6557828481510622,-2.0032397301718823,-1.7560499909320906,0.06980101457215068,3,1,65,251,0,224,0
spd,FALSE,Exclude Intensity,TRUE,FALSE,stratified,light_type,TRUE,None,25,0.8817998994469582,-3.580723465117553,-2.98068196665103,0,4,0,256,218,213,146,0
spd,FALSE,Exclude Intensity,TRUE,FALSE,stratified,light_type,TRUE,smote_tomek,34,0.877727501256913,-0.9845381134829309,-5,0.13980971517356425,0,1,256,0,256,1,0
spd,FALSE,Exclude Intensity,TRUE,FALSE,stratified,location,TRUE,None,29,0.654240126071112,-2.1050855610039116,-2.637489793566622,0.04353455474011256,3,0,227,130,199,60,1
spd,FALSE,Exclude Intensity,TRUE,FALSE,stratified,location,TRUE,smote_tomek,39,0.6599198923142585,-2.7528437589866055,-5,0,2,0,197,256,256,111,1
spd,FALSE,Include Intensity,TRUE,TRUE,parwise,light_type,TRUE,None,46,0.9266247103433748,-1.4789154911042597,-2.4593171751329144,0.23761921341039552,4,2,134,16,207,16,1
spd,FALSE,Include Intensity,TRUE,TRUE,parwise,light_type,TRUE,smote_tomek,9,0.8986860122182431,-3.9822431130776654,-1,0.5472153879757318,2,1,256,210,229,0,0
spd,FALSE,Include Intensity,TRUE,TRUE,parwise,location,TRUE,None,27,0.704243705743509,-0.3,-2.807510516689429,0.00701768896128456,1,3,61,256,17,0,0
spd,FALSE,Include Intensity,TRUE,TRUE,parwise,location,TRUE,smote_tomek,6,0.6967446892210858,-3.648510542178971,-3.0421825749916893,0.3697474295506981,1,3,169,7,49,242,1
spd,FALSE,Include Intensity,TRUE,TRUE,stratified,light_type,TRUE,None,24,0.907725825372884,-2.7035644759481476,-4.649012859400929,0.3682523113266074,0,2,218,179,4,191,1
spd,FALSE,Include Intensity,TRUE,TRUE,stratified,light_type,TRUE,smote_tomek,23,0.8856711915535446,-1.300227082534319,-3.646073545459579,0.3118086056759826,1,0,218,256,256,228,1
spd,FALSE,Include Intensity,TRUE,TRUE,stratified,location,TRUE,None,37,0.6809481598213992,-1.2309789707347925,-3.70177101414231,0.4871772154643813,3,3,40,127,187,251,1
spd,FALSE,Include Intensity,TRUE,TRUE,stratified,location,TRUE,smote_tomek,36,0.6732328704159689,-1.5242618167438753,-3.015839925323222,0.34801677362249894,0,2,256,256,256,97,1
spd,FALSE,Include Intensity,TRUE,FALSE,parwise,light_type,TRUE,None,17,0.9007333579102592,-1.4596931337699963,-1.353694596425388,0.3621814363136025,4,2,87,113,157,123,0
spd,FALSE,Include Intensity,TRUE,FALSE,parwise,light_type,TRUE,smote_tomek,32,0.8936367705919528,-0.3,-3.432390262898926,0.3114457984411151,0,0,256,72,98,0,1
spd,FALSE,Include Intensity,TRUE,FALSE,parwise,location,TRUE,None,41,0.6754769866247049,-2.146347969632416,-2.3559637587892497,0.7,0,0,210,225,0,47,1
spd,FALSE,Include Intensity,TRUE,FALSE,parwise,location,TRUE,smote_tomek,18,0.6837136113296617,-3.1607682831094133,-4.528115935077514,0.29285143340257064,0,1,233,67,256,217,1
spd,FALSE,Include Intensity,TRUE,FALSE,stratified,light_type,TRUE,None,36,0.8808781632311045,-1.892075655187692,-3.741707544833096,0.09223298420620822,3,2,256,29,0,0,1
spd,FALSE,Include Intensity,TRUE,FALSE,stratified,light_type,TRUE,smote_tomek,43,0.8856544327132563,-3.8061702586418247,-5,0,2,0,252,0,178,19,1
spd,FALSE,Include Intensity,TRUE,FALSE,stratified,location,TRUE,None,35,0.6698348599757051,-1.381014520886688,-4.996331415443379,0.01734293583759063,4,0,167,111,43,237,0
spd,FALSE,Include Intensity,TRUE,FALSE,stratified,location,TRUE,smote_tomek,50,0.6605765126891888,-3.101407644349106,-4.6182571804863715,0,2,2,216,0,256,20,1
spd,TRUE,False,FALSE,TRUE,parwise,light_type,TRUE,None,48,0.936005803317984,-4,-5,0,0,3,108,256,9,0,0
spd,TRUE,False,FALSE,TRUE,parwise,light_type,TRUE,smote_tomek,5,0.9129081772114636,-1.7430123662043022,-1.6672203530553418,0.12135525745544049,2,1,195,109,53,145,0
spd,TRUE,False,FALSE,TRUE,parwise,location,TRUE,None,36,0.7451842275371687,-1.9123913292094936,-4.432256604133527,0.4350678991864097,1,1,143,135,168,0,1
spd,TRUE,False,FALSE,TRUE,parwise,location,TRUE,smote_tomek,49,0.6880844645550528,-2.8363921001530574,-3.3580171940166585,0.7,0,0,163,127,111,99,1
spd,TRUE,False,FALSE,TRUE,stratified,light_type,TRUE,None,30,0.910065972366292,-3.477816245838608,-4.442733575168582,0,0,0,256,0,256,0,1
spd,TRUE,False,FALSE,TRUE,stratified,light_type,TRUE,smote_tomek,15,0.8857239671936157,-1.958315370493932,-3.550871650455901,0.1777813712274199,0,3,91,38,106,94,1
spd,TRUE,False,FALSE,TRUE,stratified,location,TRUE,None,17,0.6421276595744682,-3.5615366205849286,-3.3043534912458017,0.12041971770941788,0,2,133,101,256,217,0
spd,TRUE,False,FALSE,TRUE,stratified,location,TRUE,smote_tomek,36,0.6324255319148935,-2.4815788887643935,-2.686362264889638,0.05867824535603844,0,3,162,192,159,238,1
spd,TRUE,False,FALSE,FALSE,parwise,light_type,TRUE,None,36,0.8947570386257071,-1.1311929810196046,-3.300829184747827,0.4355550969164455,1,1,121,19,177,7,1
spd,TRUE,False,FALSE,FALSE,parwise,light_type,TRUE,smote_tomek,26,0.8938108454761454,-3.461762012229582,-4.043798335379431,0.7,3,2,256,256,230,67,1
spd,TRUE,False,FALSE,FALSE,parwise,location,TRUE,None,18,0.6902930402930403,-2.5439921554847023,-5,0.23239608720132823,0,1,244,187,244,179,1
spd,TRUE,False,FALSE,FALSE,parwise,location,TRUE,smote_tomek,3,0.6965416936005171,-2.5205144046535546,-4.813337347145538,0.6816288631890215,1,0,161,98,252,119,1
spd,TRUE,False,FALSE,FALSE,stratified,light_type,TRUE,None,43,0.8750605092458126,-4,-3.806732098072249,0,0,0,197,256,0,40,1
spd,TRUE,False,FALSE,FALSE,stratified,light_type,TRUE,smote_tomek,41,0.8751434933543559,-4,-2.2582986437204946,0.1123666627059455,4,2,225,114,224,231,1
spd,TRUE,False,FALSE,FALSE,stratified,location,TRUE,None,6,0.6604822695035462,-3.437109434392792,-4.219555080402702,0.0763799061296094,4,2,25,0,141,229,1
spd,TRUE,False,FALSE,FALSE,stratified,location,TRUE,smote_tomek,45,0.6539858156028369,-2.577874482200728,-3.2352354437530515,0.415827923198366,0,0,177,256,122,256,1
spd,TRUE,Include Intensity,FALSE,TRUE,parwise,light_type,TRUE,None,4,0.9392859395697976,-1.4828621072252144,-3.1980029921218276,0.00928547281190657,4,2,104,4,59,62,1
spd,TRUE,Include Intensity,FALSE,TRUE,parwise,light_type,TRUE,smote_tomek,19,0.9147690237389348,-1.78812435847647,-3.309852408270193,0,1,3,33,0,82,256,1
spd,TRUE,Include Intensity,FALSE,TRUE,parwise,location,TRUE,None,50,0.7244774833010127,-2.2590571298371342,-4.100454453591624,0.19233810915133495,0,0,256,256,0,0,1
spd,TRUE,Include Intensity,FALSE,TRUE,parwise,location,TRUE,smote_tomek,28,0.6798319327731093,-4,-2.0087071595349735,0.182335903479804,1,0,243,128,216,22,0
spd,TRUE,Include Intensity,FALSE,TRUE,stratified,light_type,TRUE,None,42,0.9230460700109262,-3.1554626393556786,-4.502272118050158,0.14516445709625805,2,2,199,101,118,111,1
spd,TRUE,Include Intensity,FALSE,TRUE,stratified,light_type,TRUE,smote_tomek,50,0.8866160463604553,-2.106913107286219,-2.2630952318188324,0.4708050314313657,0,0,130,256,256,0,1
spd,TRUE,Include Intensity,FALSE,TRUE,stratified,location,TRUE,None,22,0.6621418439716312,-1.7740078341100012,-5,0.1784161075632329,1,3,35,256,3,0,1
spd,TRUE,Include Intensity,FALSE,TRUE,stratified,location,TRUE,smote_tomek,10,0.6648368794326242,-2.298346804979473,-5,0.5361865438576917,0,2,173,39,230,155,1
spd,TRUE,Include Intensity,FALSE,FALSE,parwise,light_type,TRUE,None,49,0.8911194516285036,-0.388696440614817,-5,0,1,3,134,0,256,0,1
spd,TRUE,Include Intensity,FALSE,FALSE,parwise,light_type,TRUE,smote_tomek,9,0.8993197922580374,-2.0024520034072752,-5,0.7,2,3,8,122,256,13,1
spd,TRUE,Include Intensity,FALSE,FALSE,parwise,location,TRUE,None,31,0.6782266752854988,-1.814777861174564,-5,0.5670750271729744,4,0,256,54,0,256,1
spd,TRUE,Include Intensity,FALSE,FALSE,parwise,location,TRUE,smote_tomek,48,0.6791531997414351,-2.5819267876867578,-4.2763934450939285,0.7,3,0,234,176,109,75,1
spd,TRUE,Include Intensity,FALSE,FALSE,stratified,light_type,TRUE,None,42,0.8659184266213021,-3.053744406359913,-3.731219352844555,0.17643212573231154,3,0,256,0,109,111,1
spd,TRUE,Include Intensity,FALSE,FALSE,stratified,light_type,TRUE,smote_tomek,45,0.8667067756524627,-3.3940977767710008,-5,0.1003303827182933,3,0,98,61,23,248,1
spd,TRUE,Include Intensity,FALSE,FALSE,stratified,location,TRUE,None,11,0.662921985815603,-2.6823069853933936,-4.456650914338176,0.6539658038346275,1,0,198,73,187,55,1
spd,TRUE,Include Intensity,FALSE,FALSE,stratified,location,TRUE,smote_tomek,12,0.6859574468085107,-1.0387432150731013,-2.3687719402531915,0.1613827186402013,0,3,232,116,256,256,1
spd,TRUE,Exclude Intensity,FALSE,TRUE,parwise,light_type,TRUE,None,46,0.9385710380790178,-0.7384432875220956,-2.484126240033637,0.2888640267244934,1,0,256,43,191,147,1
spd,TRUE,Exclude Intensity,FALSE,TRUE,parwise,light_type,TRUE,smote_tomek,37,0.935958493660506,-2.588309674179705,-2.278797395545734,0.3821132552599929,1,2,84,88,0,105,0
spd,TRUE,Exclude Intensity,FALSE,TRUE,parwise,location,TRUE,None,44,0.6785175608705021,-3.678084814629801,-2.031060302621199,0.08280200242089965,2,0,181,0,148,204,1
spd,TRUE,Exclude Intensity,FALSE,TRUE,parwise,location,TRUE,smote_tomek,49,0.6393449687567335,-2.8392478172799303,-2.5273832959207736,0.347089592703481,3,0,87,233,230,3,1
spd,TRUE,Exclude Intensity,FALSE,TRUE,stratified,light_type,TRUE,None,3,0.9149412887432056,-2.5205144046535546,-4.813337347145538,0.6816288631890215,1,0,161,98,252,119,1
spd,TRUE,Exclude Intensity,FALSE,TRUE,stratified,light_type,TRUE,smote_tomek,12,0.8766579533352696,-1.9658140843232883,-4.361382897254662,0.7,0,2,89,256,256,210,1
spd,TRUE,Exclude Intensity,FALSE,TRUE,stratified,location,TRUE,None,13,0.636695035460993,-1.315340110306841,-2.7780518589877943,0.18851872883369197,1,3,135,25,68,40,1
spd,TRUE,Exclude Intensity,FALSE,TRUE,stratified,location,TRUE,smote_tomek,43,0.640127659574468,-3.047108966847568,-1,0,3,3,32,75,71,214,1
spd,TRUE,Exclude Intensity,FALSE,FALSE,parwise,light_type,TRUE,None,33,0.8647942555562564,-4,-1,0,0,3,163,256,0,196,1
spd,TRUE,Exclude Intensity,FALSE,FALSE,parwise,light_type,TRUE,smote_tomek,43,0.862649551083917,-4,-5,0.28646145613651264,0,2,180,256,52,128,1
spd,TRUE,Exclude Intensity,FALSE,FALSE,parwise,location,TRUE,None,50,0.6450010773540185,-1.3695421183876797,-2.923893735469035,0.45780978467846034,0,1,102,29,105,66,1
spd,TRUE,Exclude Intensity,FALSE,FALSE,parwise,location,TRUE,smote_tomek,1,0.6229368670545141,-1.0527909486171376,-4.266260840535344,0.5457837001909386,2,1,33,118,85,37,1
spd,TRUE,Exclude Intensity,FALSE,FALSE,stratified,light_type,TRUE,None,11,0.8604553061422071,-4,-5,0.13679226924797916,2,0,256,0,256,0,1
spd,TRUE,Exclude Intensity,FALSE,FALSE,stratified,light_type,TRUE,smote_tomek,46,0.8468182509716055,-3.938777794420772,-4.408348980144906,0,0,0,231,0,256,256,1
spd,TRUE,Exclude Intensity,FALSE,FALSE,stratified,location,TRUE,None,26,0.6531631205673758,-3.814915136808967,-1,0,4,0,42,214,40,234,1
spd,TRUE,Exclude Intensity,FALSE,FALSE,stratified,location,TRUE,smote_tomek,7,0.6620141843971632,-0.3932651722627689,-4.5635012342439145,0.5949614889255607,1,1,53,91,0,181,1
spd,TRUE,Exclude Intensity,TRUE,TRUE,parwise,light_type,TRUE,None,23,0.9335351878719064,-0.3,-1,0.7,3,0,256,0,0,245,1
spd,TRUE,Exclude Intensity,TRUE,TRUE,parwise,light_type,TRUE,smote_tomek,21,0.8767110326121239,-2.071552847121484,-5,0.6056485060079463,4,2,79,256,256,256,1
spd,TRUE,Exclude Intensity,TRUE,TRUE,parwise,location,TRUE,None,9,0.702542555483732,-2.257931572621146,-1.9056086708591953,0.5618035556352504,2,2,58,202,198,32,1
spd,TRUE,Exclude Intensity,TRUE,TRUE,parwise,location,TRUE,smote_tomek,31,0.65759534583064,-2.7646746798503967,-2.8666351172946363,0.13603142882618263,2,3,256,50,38,193,0
spd,TRUE,Exclude Intensity,TRUE,TRUE,stratified,light_type,TRUE,None,22,0.918163838291634,-4,-1,0,4,0,256,162,0,0,1
spd,TRUE,Exclude Intensity,TRUE,TRUE,stratified,light_type,TRUE,smote_tomek,38,0.8788293708421504,-1.927297380969448,-1.984880294314912,0.01843154134990062,0,3,169,0,180,0,0
spd,TRUE,Exclude Intensity,TRUE,TRUE,stratified,location,TRUE,None,26,0.6607659574468084,-0.8403044091839589,-5,0.3554079633419646,0,0,223,0,256,174,1
spd,TRUE,Exclude Intensity,TRUE,TRUE,stratified,location,TRUE,smote_tomek,8,0.6138439716312057,-0.3219194577906874,-1.4931253633455013,0.5861603009023805,2,1,124,215,255,0,1
spd,TRUE,Exclude Intensity,TRUE,FALSE,parwise,light_type,TRUE,None,20,0.8421171597384303,-3.1796690821573463,-1.9122931919964576,0.24311183794430835,2,2,136,224,183,256,1
spd,TRUE,Exclude Intensity,TRUE,FALSE,parwise,light_type,TRUE,smote_tomek,42,0.8451134380453752,-3.836823831023906,-4.878004155754146,0.3775601741865552,4,1,256,162,119,117,1
spd,TRUE,Exclude Intensity,TRUE,FALSE,parwise,location,TRUE,None,26,0.6435574229691877,-1.5760654159923222,-5,0.7,0,0,155,206,20,0,0
spd,TRUE,Exclude Intensity,TRUE,FALSE,parwise,location,TRUE,smote_tomek,6,0.6302628743805214,-3.6006082558080816,-2.093580942489349,0.2554849783281228,1,3,79,184,256,17,0
spd,TRUE,Exclude Intensity,TRUE,FALSE,stratified,light_type,TRUE,None,32,0.8377453217708809,-2.5128125845675897,-4.228686698641609,0.18351826273115143,1,3,256,256,256,133,1
spd,TRUE,Exclude Intensity,TRUE,FALSE,stratified,light_type,TRUE,smote_tomek,44,0.8312863919892675,-2.3271690824952627,-4.538504404225631,0,3,2,176,146,0,0,1
spd,TRUE,Exclude Intensity,TRUE,FALSE,stratified,location,TRUE,None,34,0.6654468085106383,-0.39015473175934234,-5,0.4106247419616348,1,1,255,0,256,157,1
spd,TRUE,Exclude Intensity,TRUE,FALSE,stratified,location,TRUE,smote_tomek,3,0.6626666666666666,-2.5205144046535546,-4.813337347145538,0.6816288631890215,1,0,161,98,252,119,1
spd,TRUE,Include Intensity,TRUE,TRUE,parwise,light_type,TRUE,None,34,0.931148678483568,-2.3519770057986724,-3.919754053173936,0.7,4,1,127,252,152,0,0
spd,TRUE,Include Intensity,TRUE,TRUE,parwise,light_type,TRUE,smote_tomek,26,0.9052124729283626,-2.2336560187357346,-1,0.7,2,0,256,30,0,0,1
spd,TRUE,Include Intensity,TRUE,TRUE,parwise,location,TRUE,None,29,0.7563887093298858,-1.240507832801057,-3.7009497220566314,0.32933919743183576,2,2,218,228,256,195,1
spd,TRUE,Include Intensity,TRUE,TRUE,parwise,location,TRUE,smote_tomek,25,0.679013143719026,-2.331324800089926,-3.299337929710341,0.2309403564603147,2,0,8,181,89,46,1
spd,TRUE,Include Intensity,TRUE,TRUE,stratified,light_type,TRUE,None,17,0.9199894886795844,-2.897148760875821,-4.450204797407668,0.09247356057595524,0,2,246,50,0,121,1
spd,TRUE,Include Intensity,TRUE,TRUE,stratified,light_type,TRUE,smote_tomek,44,0.8831998672254264,-1.2240234284311575,-5,0.7,0,3,255,0,256,151,1
spd,TRUE,Include Intensity,TRUE,TRUE,stratified,location,TRUE,None,32,0.6766666666666665,-0.9088921389870336,-4.087258689512697,0.47098283302811034,3,1,223,236,103,64,1
spd,TRUE,Include Intensity,TRUE,TRUE,stratified,location,TRUE,smote_tomek,46,0.6394184397163121,-3.0799854148018535,-4.104518861526895,0.5057402824814028,1,0,241,160,0,167,0
spd,TRUE,Include Intensity,TRUE,FALSE,parwise,light_type,TRUE,None,47,0.8808269728127168,-1.7508816362327666,-5,0.7,3,2,54,197,185,50,1
spd,TRUE,Include Intensity,TRUE,FALSE,parwise,light_type,TRUE,smote_tomek,19,0.884874576841397,-1.8221416001726096,-5,0.7,4,0,8,0,256,0,1
spd,TRUE,Include Intensity,TRUE,FALSE,parwise,location,TRUE,None,35,0.6894957983193278,-2.0667486026879955,-2.8137352052657065,0.668633580690908,2,2,198,194,5,91,0
spd,TRUE,Include Intensity,TRUE,FALSE,parwise,location,TRUE,smote_tomek,38,0.6687028657616892,-2.459634324238559,-4.401107582999497,0.4034152265420339,2,3,176,134,135,0,1
spd,TRUE,Include Intensity,TRUE,FALSE,stratified,light_type,TRUE,None,48,0.8502482607913918,-2.2188290311997156,-1.5590424370320943,0,4,3,140,214,256,213,1
spd,TRUE,Include Intensity,TRUE,FALSE,stratified,light_type,TRUE,smote_tomek,49,0.8561124711284454,-1.2286832260596685,-5,0,1,3,25,0,256,0,1
spd,TRUE,Include Intensity,TRUE,FALSE,stratified,location,TRUE,None,35,0.6540425531914894,-3.0632408883714666,-4.714312278107625,0.1952890528921876,2,2,232,180,0,72,0
spd,TRUE,Include Intensity,TRUE,FALSE,stratified,location,TRUE,smote_tomek,30,0.6616170212765957,-2.379027322890222,-3.6051171651974694,0.645764147071737,0,0,125,14,221,256,1
spd,TRUE,False,TRUE,TRUE,parwise,light_type,TRUE,None,34,0.9343972749637292,-2.1936172602258273,-2.2593028076779325,0.7,2,1,192,79,225,250,1
spd,TRUE,False,TRUE,TRUE,parwise,light_type,TRUE,smote_tomek,16,0.890399293509115,-0.3,-3.403311711579979,0.05350827301256111,1,3,190,0,0,38,1
spd,TRUE,False,TRUE,TRUE,parwise,location,TRUE,None,19,0.7459168282697695,-2.1170888381795723,-2.6601347505251227,0.20556547936692063,0,0,58,256,0,169,0
spd,TRUE,False,TRUE,TRUE,parwise,location,TRUE,smote_tomek,18,0.6642533936651583,-1.4672316418155682,-2.360141464107583,0.5252733840596276,0,2,162,206,197,256,1
spd,TRUE,False,TRUE,TRUE,stratified,light_type,TRUE,None,33,0.9042155927139952,-4,-1,0,4,0,256,256,0,256,1
spd,TRUE,False,TRUE,TRUE,stratified,light_type,TRUE,smote_tomek,43,0.8893890986542744,-1.5619388524431297,-5,0.7,3,3,256,34,256,0,1
spd,TRUE,False,TRUE,TRUE,stratified,location,TRUE,None,6,0.6806382978723404,-1.006475597458361,-5,0.2723712877247903,1,0,196,0,169,182,1
spd,TRUE,False,TRUE,TRUE,stratified,location,TRUE,smote_tomek,39,0.6590354609929079,-3.019357637963501,-2.764599963941724,0,2,2,256,0,136,59,1
spd,TRUE,False,TRUE,FALSE,parwise,light_type,TRUE,None,43,0.8889957736705987,-1.5848977000768554,-5,0.2688884900309921,1,2,8,75,0,0,0
spd,TRUE,False,TRUE,FALSE,parwise,light_type,TRUE,smote_tomek,34,0.8923284762084989,-3.227115635695587,-3.736305350879131,0.45757160045338896,1,0,97,68,249,112,1
spd,TRUE,False,TRUE,FALSE,parwise,location,TRUE,None,46,0.6877935789700496,-2.9972239923023674,-4.929793206570225,0.3910678692258273,1,0,216,254,159,180,0
spd,TRUE,False,TRUE,FALSE,parwise,location,TRUE,smote_tomek,7,0.687276449041155,-1.4701046960417623,-4.4811636016983325,0.2992344109375229,3,1,200,29,256,2,1
spd,TRUE,False,TRUE,FALSE,stratified,light_type,TRUE,None,13,0.8710219492967097,-2.156977336470007,-4.377759384679328,0.06705996384858769,0,3,132,224,65,30,1
spd,TRUE,False,TRUE,FALSE,stratified,light_type,TRUE,smote_tomek,49,0.8688367011050717,-3.578592786132933,-4.998858197123221,0,4,2,98,116,0,122,0
spd,TRUE,False,TRUE,FALSE,stratified,location,TRUE,None,32,0.6620992907801418,-1.5402513096511554,-5,0,2,3,106,0,204,204,1
spd,TRUE,False,TRUE,FALSE,stratified,location,TRUE,smote_tomek,49,0.6432056737588652,-0.9118948283779617,-4.96865447701691,0.6944577067305363,1,0,168,166,0,0,1
spd,FALSE,False,TRUE,TRUE,parwise,light_type,TRUE,None,14,0.9389968249963204,-0.3628560029203331,-2.997110484622534,0.1548597553881893,1,3,238,81,3,164,1
spd,FALSE,False,TRUE,TRUE,parwise,light_type,TRUE,smote_tomek,49,0.9170451439264912,-1.106412319038459,-3.171105732938607,0,4,2,34,3,116,64,1
spd,FALSE,False,TRUE,TRUE,parwise,location,TRUE,None,16,0.7083925878043525,-0.3,-5,0.21238350997284836,0,3,50,108,186,15,1
spd,FALSE,False,TRUE,TRUE,parwise,location,TRUE,smote_tomek,32,0.6339043309631546,-1.4335591412251452,-1.0415697711753102,0.1409671770192468,4,0,252,214,89,121,1
spd,FALSE,False,TRUE,TRUE,stratified,light_type,TRUE,None,45,0.8819896823091712,-1.9889575056125688,-4.865502242303108,0.3147764227560115,4,0,165,226,118,242,1
spd,FALSE,False,TRUE,TRUE,stratified,light_type,TRUE,smote_tomek,18,0.8715751766869978,-2.2302646623096702,-5,0,0,2,25,227,0,256,1
spd,FALSE,False,TRUE,TRUE,stratified,location,TRUE,None,50,0.670836879432624,-1.7952000449982872,-5,0.2473577110594328,0,2,115,171,124,42,1
spd,FALSE,False,TRUE,TRUE,stratified,location,TRUE,smote_tomek,27,0.6204964539007092,-3.0979380608731084,-5,0.155434523365194,1,3,35,130,229,50,1
spd,FALSE,False,TRUE,FALSE,parwise,light_type,TRUE,None,3,0.8811237651087606,-2.5205144046535546,-4.813337347145538,0.6816288631890215,1,0,161,98,252,119,1
spd,FALSE,False,TRUE,FALSE,parwise,light_type,TRUE,smote_tomek,30,0.8849086997172564,-2.201122861723805,-5,0.5593241239441912,0,3,128,108,256,81,1
spd,FALSE,False,TRUE,FALSE,parwise,location,TRUE,None,21,0.6777382408539975,-3.789451003083253,-5,0,4,1,242,102,123,118,1
spd,FALSE,False,TRUE,FALSE,parwise,location,TRUE,smote_tomek,34,0.6719337262315134,-2.2293174199469634,-4.799653165230284,0,3,3,256,0,41,176,1
spd,FALSE,False,TRUE,FALSE,stratified,light_type,TRUE,None,41,0.8557297249017506,-2.6816600302714324,-4.451949700530935,0.06859314235946444,3,2,218,97,204,167,1
spd,FALSE,False,TRUE,FALSE,stratified,light_type,TRUE,smote_tomek,13,0.8606273073716804,-4,-5,0,4,3,256,256,192,256,1
spd,FALSE,False,TRUE,FALSE,stratified,location,TRUE,None,40,0.6563238512035011,-3.8867359102945582,-3.363677405905486,0.08386833125600775,0,0,97,223,108,129,1
spd,FALSE,False,TRUE,FALSE,stratified,location,TRUE,smote_tomek,4,0.6476002917578411,-1.4828621072252144,-3.1980029921218276,0.00928547281190657,4,2,104,4,59,62,1
